ID,中文,英文,分类,字段类型,来源文件
1032060,阿尔泰耳环,Altair Earrings,equipment,name,String.wz\Eqp.img.xml
1032061,发光的阿尔泰耳环,Glittering Altaire Earrings,equipment,name,String.wz\Eqp.img.xml
1032063,蓝牙耳机,Bluetooth Headset,equipment,name,String.wz\Eqp.img.xml
1032070,无双耳环,Shield Earrings,equipment,name,String.wz\Eqp.img.xml
1032073,风铃耳环,Wind Bell Earrings,equipment,name,String.wz\Eqp.img.xml
1032074,炫幻心耳环,Heart Rainbow Earrings,equipment,name,String.wz\Eqp.img.xml
1032075,自由灵魂之戒,Free Spirit Piercing,equipment,name,String.wz\Eqp.img.xml
1122000,黑龙项环,Horntail Necklace,equipment,name,String.wz\Eqp.img.xml
1122001,绿色蝶形领结,Bow-tie(Green),equipment,name,String.wz\Eqp.img.xml
1122002,红色蝶形领结,Bow-tie (Red),equipment,name,String.wz\Eqp.img.xml
1122003,黄色蝶形领结,Bow-tie (Yellow),equipment,name,String.wz\Eqp.img.xml
1122004,粉红蝶形领结,Bow-tie (Pink),equipment,name,String.wz\Eqp.img.xml
1122005,黑色蝶形领结,Bow-tie (Black),equipment,name,String.wz\Eqp.img.xml
1122006,蓝色蝶形领结,Bow-tie (Blue),equipment,name,String.wz\Eqp.img.xml
1122007,休彼德蔓的项链,Spiegelmann&apos;s Necklace,equipment,name,String.wz\Eqp.img.xml
1122010,何露斯之眼,Horus&apos; Eye,equipment,name,String.wz\Eqp.img.xml
1122011,封印的永恒玉佩,Locked Timeless Pendant,equipment,name,String.wz\Eqp.img.xml
1122012,永恒玉佩,Timeless Pendant,equipment,name,String.wz\Eqp.img.xml
1122013,高登的魔法熨斗,Gordon&apos;s Magic Iron,equipment,name,String.wz\Eqp.img.xml
1122014,银色警星,Silver Deputy Star,equipment,name,String.wz\Eqp.img.xml
1122015,枫叶围巾,Maple Scarf,equipment,name,String.wz\Eqp.img.xml
1122017,精灵吊坠,Pendant of the Spirit,equipment,name,String.wz\Eqp.img.xml
1122018,温暖的围脖,Warm Muffler,equipment,name,String.wz\Eqp.img.xml
1122039,冒险之心,Mind of Maple Necklace,equipment,name,String.wz\Eqp.img.xml
1122040,封印的冒险之心,Bronze Maple Necklace,equipment,name,String.wz\Eqp.img.xml
1122046,苏醒的冒险之心,Silver Maple Necklace,equipment,name,String.wz\Eqp.img.xml
1122052,觉醒的冒险之心,Golden Maple Necklace,equipment,name,String.wz\Eqp.img.xml
1122058,休彼德蔓的混沌项链,Spiegelmann&apos;s Necklace of Chaos,equipment,name,String.wz\Eqp.img.xml
1122059,纳瑞坎之印,Mark of Naricain,equipment,name,String.wz\Eqp.img.xml
1132000,白色腰带,White Belt,equipment,name,String.wz\Eqp.img.xml
1132001,黄色腰带,Yellow Belt,equipment,name,String.wz\Eqp.img.xml
1132002,蓝色腰带,Blue Belt,equipment,name,String.wz\Eqp.img.xml
1132003,红色腰带,Red Belt,equipment,name,String.wz\Eqp.img.xml
1132004,黑贺腰带,Black Belt,equipment,name,String.wz\Eqp.img.xml
1132005,白色曲奇腰带,White Cookie Belt,equipment,name,String.wz\Eqp.img.xml
1132006,黄色曲奇腰带,Yellow Cookie Belt,equipment,name,String.wz\Eqp.img.xml
1132007,蓝色曲奇腰带,Blue Cookie Belt,equipment,name,String.wz\Eqp.img.xml
1132008,红色曲奇腰带,Red Cookie Belt,equipment,name,String.wz\Eqp.img.xml
1132009,紫色曲奇腰带,Violet Cookie Belt,equipment,name,String.wz\Eqp.img.xml
1132010,黄金猪猪腰带,Golden Pig Belt,equipment,name,String.wz\Eqp.img.xml
1132012,法老的腰带,Pharaoh Belt,equipment,name,String.wz\Eqp.img.xml
1132013,不灭的法老腰带,The Immortal Pharaoh Belt,equipment,name,String.wz\Eqp.img.xml
1132014,初级考古学家腰带,Witch&apos;s Crimson Belt,equipment,name,String.wz\Eqp.img.xml
1132015,资深考古学家腰带,Witch&apos;s Ocean Blue Belt,equipment,name,String.wz\Eqp.img.xml
1132016,特级考古学家腰带,Witch&apos;s Deep Purple Belt,equipment,name,String.wz\Eqp.img.xml
1140000,2010暑假国王勋章,2010 Winter King Medal,equipment,name,String.wz\Eqp.img.xml
1140001,2010暑假冒险家勋章,2010 Winter Adventurer Medal,equipment,name,String.wz\Eqp.img.xml
1141000,2010暑假女皇勋章,2010 Winter Queen Medal,equipment,name,String.wz\Eqp.img.xml
1142000,诚实的冒险家勋章,Diligent Explorer Medal,equipment,name,String.wz\Eqp.img.xml
1142001,组队任务狂人勋章,PQ Mania Medal,equipment,name,String.wz\Eqp.img.xml
1142002,任务狂人勋章,Quest Specialist Medal,equipment,name,String.wz\Eqp.img.xml
1142003,超人气王勋章,Celebrity Medal,equipment,name,String.wz\Eqp.img.xml
1142004,勤奋冒险家勋章,Veteran Hunter Medal,equipment,name,String.wz\Eqp.img.xml
1142005,传说中的冒险家勋章,Legendary Hunter Medal,equipment,name,String.wz\Eqp.img.xml
1142006,冒险岛偶像明星勋章,Maple Idol Medal,equipment,name,String.wz\Eqp.img.xml
1142007,暗黑龙王杀手勋章,Horned Tail Slayer Medal,equipment,name,String.wz\Eqp.img.xml
1142008,品克缤杀手勋章,Pink Bean Slayer Medal,equipment,name,String.wz\Eqp.img.xml
1142009,战武神勋章,Gallant Warrior Medal,equipment,name,String.wz\Eqp.img.xml
1142010,圣贤者勋章,Wiseman Medal,equipment,name,String.wz\Eqp.img.xml
1142011,狙击王勋章,Lord Sniper Medal,equipment,name,String.wz\Eqp.img.xml
1142012,影飞侠勋章,Legendary Thief Medal,equipment,name,String.wz\Eqp.img.xml
1142013,海盗王勋章,King Pirate Medal,equipment,name,String.wz\Eqp.img.xml
1142014,射手村爱心使者勋章,Henesys Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142015,魔法密林爱心使者勋章,Ellinia Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142016,勇士部落爱心使者勋章,Perion Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142017,废弃都市爱心使者勋章,Kerning City Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142018,林中之城爱心使者勋章,Sleepywood Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142019,诺特勒斯爱心使者勋章,The Nautilus Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142020,冰封雪域爱心使者勋章,El Nath Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142021,水下世界爱心使者勋章,Aquarium Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142022,玩具城爱心使者勋章,Ludibrium Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142023,地球防御本部爱心使者勋章,Omega Sector Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142024,童话村爱心使者勋章,Korean Folk Town Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142025,神木村爱心使者勋章,Leafre Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142026,武陵爱心使者勋章,Mu Lung Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142027,百草堂爱心使者勋章,Herb Town Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142028,阿里安特爱心使者勋章,Ariant Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142029,玛加提亚爱心使者勋章,Magatia Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142030,明珠港爱心使者勋章,Lith Harbor Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142031,天空之城爱心使者勋章,Orbis Donor Medal,equipment,name,String.wz\Eqp.img.xml
1142032,解开诅咒者的勋章,The Curse Breaker Medal,equipment,name,String.wz\Eqp.img.xml
1142033,红蜗牛王修行者勋章,Mano Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142034,树妖王修行者勋章,Stumpy Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142035,大宇修行者勋章,Deo Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142036,绿水灵王修行者勋章,King Slime Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142037,大王蜈蚣修行者勋章,Giant Centipede Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142038,浮士德修行者勋章,Faust Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142039,巨居蟹修行者勋章,King Clang Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142040,蘑菇王修行者勋章,Mushmom Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142041,阿丽莎乐修行者勋章,Alishar Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142042,提莫修行者勋章,Timer Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142043,多尔修行者勋章,Dyle Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142044,远古精灵修行者勋章,Papa Pixie Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142045,独眼巨人猎杀者勋章,Zombie Mushmom Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142046,朱诺修行者勋章,Zeno Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142047,老海盗修行者勋章,Lord Pirate Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142048,九尾狐修行者勋章,Nine-Tailed Fox Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142049,肯德熊修行者勋章,Tae Roon Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142050,石头人修行者勋章,Poison Golem Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142051,妖怪禅师修行者勋章,King Sage Cat Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142052,蝙蝠怪修行者勋章,Jr. Balrog Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142053,艾利杰修行者勋章,Eliza Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142054,法兰肯修行者勋章,Frankenroid Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142055,吉米拉修行者勋章,Chimera Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142056,黑轮王修行者勋章,Snack Bar Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142057,驮狼雪人修行者勋章,Snowman Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142058,蓝蘑菇王修行者勋章,Blue Mushmom Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142059,蝙蝠魔修行者勋章,Crimson Balrog Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142060,火焰龙修行者勋章,Manon Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142061,天鹰修行者勋章,Griffey Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142062,大海兽修行者勋章,Leviathan Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142063,帕普拉图斯修行者勋章,Papulatus Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142064,武陵道场征服者勋章,Mu Lung Dojo Vanquisher Medal,equipment,name,String.wz\Eqp.img.xml
1142065,骑士团初心者勋章,Noblesse Medal,equipment,name,String.wz\Eqp.img.xml
1142066,修炼骑士勋章,Training Knight Medal,equipment,name,String.wz\Eqp.img.xml
1142067,正式骑士勋章,Official Knight Medal,equipment,name,String.wz\Eqp.img.xml
1142068,高级骑士勋章,Advanced Knight Medal,equipment,name,String.wz\Eqp.img.xml
1142069,骑士团长勋章,Captain Knight Medal,equipment,name,String.wz\Eqp.img.xml
1142070,反外挂勋章,Lie Detector Medal,equipment,name,String.wz\Eqp.img.xml
1142071,文明用语勋章,Use Clean Language Medal,equipment,name,String.wz\Eqp.img.xml
1142072,答题高手勋章,Ask Me Anything Medal,equipment,name,String.wz\Eqp.img.xml
1142073,求朋友勋章,Be My Friend Medal,equipment,name,String.wz\Eqp.img.xml
1142074,学院荣誉勋章,Leader of a Big Family Medal,equipment,name,String.wz\Eqp.img.xml
1142075,爱国者勋章,Patriot Medal,equipment,name,String.wz\Eqp.img.xml
1142076,荣誉冒险家勋章,Honorary Meso Ranger,equipment,name,String.wz\Eqp.img.xml
1142077,嘉年华百战百胜勋章,Absolute Victory Carnivalian Medal,equipment,name,String.wz\Eqp.img.xml
1142078,嘉年华天才勋章,Gifted Carnivalian Medal,equipment,name,String.wz\Eqp.img.xml
1142079,特利斯坦接班人的勋章,Tristan&apos;s Successor Medal,equipment,name,String.wz\Eqp.img.xml
1142080,嘉年华热血勋章,Fervent Carnivalian Medal,equipment,name,String.wz\Eqp.img.xml
1142081,最佳公民勋章,Outstanding Citizen Medal  ,equipment,name,String.wz\Eqp.img.xml
1142082,可爱宠物主人勋章,Lovely Pet Owner Medal,equipment,name,String.wz\Eqp.img.xml
1142083,怪物博士勋章,Monster Expert Medal,equipment,name,String.wz\Eqp.img.xml
1142084,无尽的挑战勋章,Persevering Challenger Medal ,equipment,name,String.wz\Eqp.img.xml
1142085,1天梦之勋章,1-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142086,2天梦之勋章,2-Day Dreamer Medal,equipment,name,String.wz\Eqp.img.xml
1142087,3天梦之勋章,3-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142088,4天梦之勋章,4-Day Dreamer Medal,equipment,name,String.wz\Eqp.img.xml
1142089,5天梦之勋章,5-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142090,6天梦之勋章,6-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142091,7天梦之勋章,7-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142092,8天梦之勋章,8-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142093,9天梦之勋章,9-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142094,10天梦之勋章,10-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142095,11天梦之勋章,11-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142096,12天梦之勋章,12-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142097,13天梦之勋章,13-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142098,14天梦之勋章,14-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142099,15天梦之勋章,15-Day Dreamer Medal ,equipment,name,String.wz\Eqp.img.xml
1142100,热爱冒险岛勋章,Maple Lover Medal ,equipment,name,String.wz\Eqp.img.xml
1142107,新手冒险家勋章,Beginner Adventurer Medal ,equipment,name,String.wz\Eqp.img.xml
1142108,中级冒险家勋章,Junior Adventurer Medal ,equipment,name,String.wz\Eqp.img.xml
1142109,高级冒险家勋章,Veteran Adventurer Medal ,equipment,name,String.wz\Eqp.img.xml
1142110,大师级冒险家勋章,Master Adventurer Medal ,equipment,name,String.wz\Eqp.img.xml
1142111,站在巅峰的人勋章,The One Who&apos;s Touched the Sky Medal ,equipment,name,String.wz\Eqp.img.xml
1142112,金银岛探险家勋章,Victoria Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142113,冰峰雪域探险家勋章,El Nath Explorer Medal,equipment,name,String.wz\Eqp.img.xml
1142114,时间停止之湖探险家勋章,Ludus Lake Explorer Medal,equipment,name,String.wz\Eqp.img.xml
1142115,海底探险家勋章,Undersea Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142116,武陵道场探险家勋章,Mu Lung Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142117,尼哈沙漠探险家勋章,Nihal Desert Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142118,米纳尔森林探险家勋章,Minar Forest Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142119,神秘岛探险家勋章,Ossyria Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142120,冒险岛探险家勋章,Maple Explorer Medal ,equipment,name,String.wz\Eqp.img.xml
1142122,美发潮人勋章,Dynamic Hair Medal,equipment,name,String.wz\Eqp.img.xml
1142123,荣誉冒险人2期勋章,The 2nd Honorable Mesoranger Medal,equipment,name,String.wz\Eqp.img.xml
1142124,遗物大会Top10勋章,Artifact Hunt Top 10 Medal ,equipment,name,String.wz\Eqp.img.xml
1142125,神秘遗物发现者勋章,Mystical Artifact Discoverer Medal ,equipment,name,String.wz\Eqp.img.xml
1142126,冒险岛学院勋章,Maple School Medal,equipment,name,String.wz\Eqp.img.xml
1142127,新手冒险家,Beginner Explorer,equipment,name,String.wz\Eqp.img.xml
1142128,林中之城探险家,Sleepywood Explorer ,equipment,name,String.wz\Eqp.img.xml
1142129,苏醒的战神勋章,Awakened Aran,equipment,name,String.wz\Eqp.img.xml
1142130,记忆中的战神勋章,Aran in Memory,equipment,name,String.wz\Eqp.img.xml
1142131,试炼中的战神勋章,Aran in Misery,equipment,name,String.wz\Eqp.img.xml
1142132,希望中的战神勋章,Aran in Hope,equipment,name,String.wz\Eqp.img.xml
1142133,英雄战神勋章,Aran the Hero,equipment,name,String.wz\Eqp.img.xml
1142134,连击狂人勋章,Combo Maniac Medal,equipment,name,String.wz\Eqp.img.xml
1142135,连击达人勋章,Combo Master Medal,equipment,name,String.wz\Eqp.img.xml
1142136,连击王勋章,Combo King Medal,equipment,name,String.wz\Eqp.img.xml
1142137,安灵师勋章,Spirit Diviner Medal,equipment,name,String.wz\Eqp.img.xml
1142138,阴阳师勋章,Soul Conjurer Medal,equipment,name,String.wz\Eqp.img.xml
1142139,退魔师勋章,Soul Guardian Medal,equipment,name,String.wz\Eqp.img.xml
1142140,神圣驱魔勋章,Saint Exorcist Medal,equipment,name,String.wz\Eqp.img.xml
1142141,荣誉乘务员勋章,Honorary Employee Medal,equipment,name,String.wz\Eqp.img.xml
1142142,法老守护者勋章,Protector of Pharaoh Medal,equipment,name,String.wz\Eqp.img.xml
1142153,金银岛警卫,Perion Guard,equipment,name,String.wz\Eqp.img.xml
1142154,废弃都市荣誉市民,Kerning City Honorary Citizen,equipment,name,String.wz\Eqp.img.xml
Cap,考古学家帽子,Archaeologist Hat,equipment,name,String.wz\Eqp.img.xml
1000000,青毛线帽,Blue Beanie,equipment,name,String.wz\Eqp.img.xml
1000001,黑福巾,Fine Black Hanbok Hat,equipment,name,String.wz\Eqp.img.xml
1000002,青福巾,Fine Blue Hanbok Hat,equipment,name,String.wz\Eqp.img.xml
1000003,鬼面具,Scream Mask,equipment,name,String.wz\Eqp.img.xml
1000004,青年帽,Old School Uniform Hat,equipment,name,String.wz\Eqp.img.xml
1000005,男生忍者帽,Men&apos;s Ninja Hat,equipment,name,String.wz\Eqp.img.xml
1000006,日式男发套,Samurai Hair-do,equipment,name,String.wz\Eqp.img.xml
1000007,高丽帽,Hat of Death,equipment,name,String.wz\Eqp.img.xml
1000008,中年帽,Detective Hat,equipment,name,String.wz\Eqp.img.xml
1000009,红鹰钢盔,Mesoranger Red Helmet,equipment,name,String.wz\Eqp.img.xml
1000010,蓝鲨钢盔,Mesoranger Blue Helmet,equipment,name,String.wz\Eqp.img.xml
1000011,绿虎钢盔,Mesoranger Green Helmet,equipment,name,String.wz\Eqp.img.xml
1000012,熊猫钢盔,Mesoranger Black Helmet,equipment,name,String.wz\Eqp.img.xml
1000013,黄色王冠,Yellow Crown,equipment,name,String.wz\Eqp.img.xml
1000014,绿色王冠,Green Crown,equipment,name,String.wz\Eqp.img.xml
1000015,蓝色王冠,Blue Crown,equipment,name,String.wz\Eqp.img.xml
1000016,红色王冠,Red Crown,equipment,name,String.wz\Eqp.img.xml
1000017,机关头,Van Hat,equipment,name,String.wz\Eqp.img.xml
1000018,顽童帽,Kuniragi Hat,equipment,name,String.wz\Eqp.img.xml
1000019,绿龟帽,Goya Hat 3,equipment,name,String.wz\Eqp.img.xml
1000020,印第安酋长帽,Chief Hat,equipment,name,String.wz\Eqp.img.xml
1000021,海神张保皋假发,General&apos;s Wig,equipment,name,String.wz\Eqp.img.xml
1000023,红棒球帽,Race Ace Cap,equipment,name,String.wz\Eqp.img.xml
1000025,朝圣者帽子,Pilgrim Hat,equipment,name,String.wz\Eqp.img.xml
1000026,圣诞男孩子帽,Santa Boy Hat,equipment,name,String.wz\Eqp.img.xml
1000027,金童帽,Lunar Celebration Cap,equipment,name,String.wz\Eqp.img.xml
1000029,新娘面纱,Wedding veil,equipment,name,String.wz\Eqp.img.xml
1000030,夏其尔的假发,Sachiel Wig (M),equipment,name,String.wz\Eqp.img.xml
